# Residuals   
# Time        	k             	nut           	omega         	p             	Urelx         	Urely         
292           	3.319197e-02	N/A	2.317243e-03	1.908686e-02	1.616618e-02	2.067815e-02
293           	2.868550e-02	N/A	1.589787e-03	1.870003e-02	1.589201e-02	2.101847e-02
294           	2.490265e-02	N/A	1.216749e-03	1.844072e-02	1.683040e-02	2.046484e-02
295           	2.797349e-02	N/A	1.359889e-03	1.710091e-02	1.483243e-02	2.124990e-02
296           	2.940167e-02	N/A	1.426695e-03	1.487457e-02	1.480284e-02	1.941059e-02
297           	3.027112e-02	N/A	1.485967e-03	1.410713e-02	1.497358e-02	1.720673e-02
298           	5.524186e-02	N/A	1.472798e-03	1.579143e-02	1.460222e-02	1.902025e-02
299           	4.725272e-02	N/A	1.732096e-03	1.853506e-02	1.560530e-02	2.153462e-02
300           	6.215211e-02	N/A	1.904729e-03	2.001284e-02	1.661458e-02	2.181993e-02
301           	7.636612e-02	N/A	2.109837e-03	1.858278e-02	1.684566e-02	2.175516e-02
302           	4.437292e-02	N/A	2.127593e-03	1.936922e-02	1.618243e-02	2.160292e-02
303           	8.501104e-02	N/A	2.068203e-03	1.907454e-02	1.578237e-02	2.116961e-02
304           	5.770911e-02	N/A	2.150076e-03	1.885498e-02	1.631315e-02	2.168489e-02
305           	5.497202e-02	N/A	1.790220e-03	1.851766e-02	1.661380e-02	2.045036e-02
306           	3.980507e-02	N/A	1.513605e-03	1.783939e-02	1.609855e-02	2.099021e-02
307           	2.420188e-02	N/A	1.488661e-03	1.645015e-02	1.499851e-02	2.036060e-02
308           	2.218315e-02	N/A	1.482537e-03	1.430232e-02	1.479593e-02	1.746923e-02
309           	3.107447e-02	N/A	1.550480e-03	1.424500e-02	1.439765e-02	1.723322e-02
310           	6.055835e-02	N/A	1.526551e-03	1.649208e-02	1.426673e-02	1.891724e-02
311           	6.502882e-02	N/A	1.817393e-03	1.910052e-02	1.551063e-02	2.129536e-02
312           	4.894424e-02	N/A	1.876864e-03	1.955057e-02	1.653046e-02	2.190673e-02
313           	3.553153e-02	N/A	1.594914e-03	1.840082e-02	1.632336e-02	2.123208e-02
314           	2.533368e-02	N/A	1.672384e-03	1.939683e-02	1.560250e-02	2.106031e-02
315           	7.969157e-02	N/A	1.782690e-03	1.898436e-02	1.529152e-02	2.055266e-02
316           	6.425077e-02	N/A	2.147361e-03	1.938627e-02	1.569858e-02	2.169320e-02
317           	5.079629e-02	N/A	1.711173e-03	1.891688e-02	1.648488e-02	2.051842e-02
318           	2.558212e-02	N/A	1.452343e-03	1.770799e-02	1.550861e-02	2.119455e-02
319           	2.443043e-02	N/A	1.483778e-03	1.595929e-02	1.458774e-02	1.968117e-02
320           	3.551398e-02	N/A	1.547606e-03	1.387910e-02	1.410102e-02	1.714718e-02
321           	5.636389e-02	N/A	1.571918e-03	1.443959e-02	1.420837e-02	1.720968e-02
322           	4.298677e-02	N/A	1.667487e-03	1.703951e-02	1.485750e-02	1.940271e-02
323           	8.648058e-02	N/A	1.902773e-03	1.931402e-02	1.560251e-02	2.137610e-02
324           	6.020184e-02	N/A	2.200994e-03	1.937965e-02	1.776407e-02	2.205735e-02
325           	3.940354e-02	N/A	1.850292e-03	1.866493e-02	1.735441e-02	2.214661e-02
326           	3.004333e-02	N/A	1.783720e-03	1.936277e-02	1.640213e-02	2.196549e-02
327           	3.810901e-02	N/A	1.552131e-03	1.902976e-02	1.619598e-02	2.091126e-02
328           	1.025704e-01	N/A	1.798293e-03	1.918470e-02	1.605009e-02	2.096614e-02
329           	5.113287e-02	N/A	2.054357e-03	1.942911e-02	1.840982e-02	2.249756e-02
330           	6.326717e-02	N/A	1.772028e-03	1.825192e-02	1.630724e-02	2.253945e-02
331           	4.079331e-02	N/A	1.804292e-03	1.607608e-02	1.622443e-02	2.079717e-02
332           	2.684043e-02	N/A	1.678519e-03	1.410523e-02	1.538594e-02	1.852638e-02
333           	2.158031e-02	N/A	1.317351e-03	1.495175e-02	1.505363e-02	1.921422e-02
334           	5.968383e-02	N/A	1.443142e-03	1.763454e-02	1.508725e-02	2.026533e-02
335           	4.925362e-02	N/A	1.862447e-03	2.015400e-02	1.709070e-02	2.205479e-02
336           	3.761011e-02	N/A	1.720880e-03	1.923482e-02	1.728063e-02	2.279987e-02
337           	3.757714e-02	N/A	1.500369e-03	1.876891e-02	1.655513e-02	2.193995e-02
338           	4.864430e-02	N/A	1.780783e-03	1.950203e-02	1.593133e-02	2.151257e-02
339           	3.277557e-02	N/A	1.722309e-03	1.906319e-02	1.561646e-02	2.161790e-02
340           	2.433195e-02	N/A	1.490635e-03	1.943727e-02	1.553001e-02	2.141941e-02
341           	5.463686e-02	N/A	1.328387e-03	1.938347e-02	1.629247e-02	2.105593e-02
342           	3.811737e-02	N/A	1.620358e-03	1.791501e-02	1.649151e-02	2.129477e-02
343           	2.629988e-02	N/A	1.574527e-03	1.563932e-02	1.473596e-02	1.987004e-02
344           	3.048866e-02	N/A	1.561422e-03	1.387929e-02	1.440114e-02	1.730617e-02
345           	5.222148e-02	N/A	1.492948e-03	1.486262e-02	1.415694e-02	1.800495e-02
346           	4.952598e-02	N/A	1.553128e-03	1.737113e-02	1.511072e-02	1.996089e-02
347           	4.925963e-02	N/A	1.626654e-03	1.997490e-02	1.634419e-02	2.112744e-02
348           	7.935648e-02	N/A	1.808478e-03	1.917931e-02	1.690800e-02	2.187783e-02
349           	4.355379e-02	N/A	1.991876e-03	1.900414e-02	1.708162e-02	2.229250e-02
350           	2.955452e-02	N/A	1.921488e-03	1.943223e-02	1.623879e-02	2.148452e-02
351           	2.314761e-02	N/A	1.521286e-03	1.904365e-02	1.582247e-02	2.158411e-02
352           	6.130738e-02	N/A	1.553741e-03	1.958517e-02	1.665851e-02	2.109899e-02
353           	7.098264e-02	N/A	1.711009e-03	1.914113e-02	1.756715e-02	2.171632e-02
354           	3.768395e-02	N/A	1.656110e-03	1.765621e-02	1.705488e-02	2.181873e-02
355           	2.265482e-02	N/A	1.546232e-03	1.567937e-02	1.513990e-02	2.023778e-02
356           	1.882141e-02	N/A	1.449312e-03	1.400506e-02	1.461609e-02	1.743378e-02
357           	2.846727e-02	N/A	1.305391e-03	1.489194e-02	1.432955e-02	1.808963e-02
358           	6.798929e-02	N/A	1.559423e-03	1.749106e-02	1.497417e-02	2.003160e-02
359           	6.386038e-02	N/A	2.059312e-03	2.021909e-02	1.656922e-02	2.209482e-02
360           	6.205721e-02	N/A	1.872893e-03	1.917121e-02	1.783807e-02	2.198930e-02
361           	4.264808e-02	N/A	1.670494e-03	1.888300e-02	1.723043e-02	2.187497e-02
362           	2.573765e-02	N/A	1.692104e-03	1.926426e-02	1.650452e-02	2.144509e-02
363           	2.612789e-02	N/A	1.464952e-03	1.907266e-02	1.568145e-02	2.102426e-02
364           	4.565195e-02	N/A	1.504266e-03	1.969235e-02	1.620516e-02	2.070619e-02
365           	4.466518e-02	N/A	1.491848e-03	1.948020e-02	1.745296e-02	2.171302e-02
366           	9.689554e-02	N/A	1.721819e-03	1.801288e-02	1.635220e-02	2.146872e-02
367           	6.797903e-02	N/A	2.320419e-03	1.612524e-02	1.681233e-02	2.080552e-02
368           	4.490812e-02	N/A	2.138081e-03	1.440733e-02	1.638491e-02	1.887067e-02
369           	3.047097e-02	N/A	1.660907e-03	1.497713e-02	1.602054e-02	1.994374e-02
370           	2.702937e-02	N/A	1.414268e-03	1.749227e-02	1.625406e-02	2.086135e-02
371           	5.030389e-02	N/A	1.530327e-03	2.016835e-02	1.706099e-02	2.167286e-02
372           	4.980832e-02	N/A	1.759054e-03	1.972788e-02	1.807591e-02	2.299825e-02
373           	3.927973e-02	N/A	1.660749e-03	1.887968e-02	1.771159e-02	2.250361e-02
374           	3.908098e-02	N/A	1.721372e-03	1.948886e-02	1.655886e-02	2.150874e-02
375           	4.642910e-02	N/A	1.629826e-03	1.931627e-02	1.530192e-02	2.197646e-02
376           	2.375650e-02	N/A	1.553153e-03	1.969417e-02	1.659552e-02	2.153154e-02
377           	3.472179e-02	N/A	1.301809e-03	1.931581e-02	1.657224e-02	2.114092e-02
378           	7.304629e-02	N/A	1.545566e-03	1.801812e-02	1.623181e-02	2.149061e-02
379           	4.701759e-02	N/A	1.907902e-03	1.620464e-02	1.626385e-02	2.122451e-02
380           	3.295721e-02	N/A	1.752261e-03	1.431637e-02	1.543044e-02	1.901056e-02
381           	4.056659e-02	N/A	1.546004e-03	1.474783e-02	1.559304e-02	1.819872e-02
382           	3.625083e-02	N/A	1.431044e-03	1.728142e-02	1.530047e-02	2.059626e-02
383           	2.528777e-02	N/A	1.375742e-03	1.975977e-02	1.604900e-02	2.162691e-02
384           	2.952400e-02	N/A	1.461908e-03	1.967643e-02	1.742804e-02	2.146027e-02
385           	2.001448e-02	N/A	1.481360e-03	1.855923e-02	1.684390e-02	2.144178e-02
386           	5.131937e-02	N/A	1.569354e-03	1.927476e-02	1.597392e-02	2.135772e-02
387           	6.685673e-02	N/A	1.905418e-03	1.957454e-02	1.562380e-02	2.176308e-02
388           	6.548625e-02	N/A	1.861077e-03	1.938742e-02	1.603097e-02	2.159394e-02
389           	4.018132e-02	N/A	1.642239e-03	1.966891e-02	1.765909e-02	2.187561e-02
390           	2.157307e-02	N/A	1.431821e-03	1.840423e-02	1.707784e-02	2.186396e-02
391           	2.435210e-02	N/A	1.428125e-03	1.625769e-02	1.556685e-02	2.083442e-02
392           	3.070533e-02	N/A	1.518296e-03	1.432847e-02	1.506918e-02	1.868810e-02
393           	4.895912e-02	N/A	1.548661e-03	1.487952e-02	1.509377e-02	1.878923e-02
394           	4.347311e-02	N/A	1.561946e-03	1.718324e-02	1.554897e-02	2.034035e-02
395           	2.880334e-02	N/A	1.502016e-03	1.950794e-02	1.636317e-02	2.200836e-02
396           	8.022224e-02	N/A	1.723543e-03	1.974926e-02	1.696938e-02	2.226236e-02
397           	9.150248e-02	N/A	2.295273e-03	1.910913e-02	1.822127e-02	2.340070e-02
398           	6.338550e-02	N/A	2.076374e-03	1.994521e-02	1.787899e-02	2.319209e-02
399           	3.423462e-02	N/A	1.761109e-03	1.944655e-02	1.687528e-02	2.280513e-02
400           	2.444435e-02	N/A	1.517336e-03	1.883803e-02	1.654738e-02	2.181009e-02
401           	2.099198e-02	N/A	1.176570e-03	1.918296e-02	1.744268e-02	2.202912e-02
402           	1.868661e-02	N/A	1.226847e-03	1.880058e-02	1.723228e-02	2.212032e-02
403           	1.758371e-02	N/A	1.337254e-03	1.708797e-02	1.635541e-02	2.175126e-02
404           	6.850803e-02	N/A	1.660093e-03	1.468683e-02	1.602346e-02	1.946556e-02
405           	5.599747e-02	N/A	2.018095e-03	1.474127e-02	1.684007e-02	1.969392e-02
406           	6.094186e-02	N/A	1.710028e-03	1.706938e-02	1.562412e-02	2.090123e-02
407           	6.645651e-02	N/A	1.723779e-03	1.956226e-02	1.731190e-02	2.253558e-02
408           	3.687812e-02	N/A	1.926002e-03	2.015088e-02	1.872639e-02	2.347085e-02
409           	2.682215e-02	N/A	1.719000e-03	1.868527e-02	1.813788e-02	2.349208e-02
410           	3.370272e-02	N/A	1.531014e-03	1.961320e-02	1.780827e-02	2.228312e-02
411           	8.943369e-02	N/A	1.735037e-03	1.944887e-02	1.674489e-02	2.188974e-02
412           	5.243196e-02	N/A	2.234038e-03	1.887474e-02	1.780905e-02	2.271731e-02
413           	3.207207e-02	N/A	1.619010e-03	1.890685e-02	1.813518e-02	2.234996e-02
414           	2.534079e-02	N/A	1.387598e-03	1.860907e-02	1.804701e-02	2.138674e-02
415           	2.851159e-02	N/A	1.396479e-03	1.693210e-02	1.615152e-02	2.180577e-02
416           	2.471347e-02	N/A	1.510613e-03	1.490194e-02	1.590911e-02	2.021572e-02
417           	4.533597e-02	N/A	1.459418e-03	1.485874e-02	1.592943e-02	1.856245e-02
418           	2.962782e-02	N/A	1.555069e-03	1.678067e-02	1.652529e-02	2.029661e-02
419           	3.272507e-02	N/A	1.412586e-03	1.898306e-02	1.640030e-02	2.257780e-02
420           	2.901232e-02	N/A	1.529750e-03	2.002466e-02	1.746168e-02	2.250590e-02
421           	9.238587e-02	N/A	1.822064e-03	1.873301e-02	1.723522e-02	2.216030e-02
422           	4.928436e-02	N/A	2.331386e-03	1.964268e-02	1.814575e-02	2.267184e-02
423           	4.052718e-02	N/A	1.863562e-03	1.944253e-02	1.692131e-02	2.229876e-02
424           	4.915400e-02	N/A	1.595060e-03	1.862827e-02	1.645247e-02	2.235893e-02
425           	6.240374e-02	N/A	1.472875e-03	1.901651e-02	1.797362e-02	2.130635e-02
426           	4.587459e-02	N/A	1.480691e-03	1.864909e-02	1.816327e-02	2.164833e-02
427           	3.924129e-02	N/A	1.450850e-03	1.699375e-02	1.640743e-02	2.193735e-02
428           	3.511529e-02	N/A	1.573325e-03	1.475982e-02	1.590725e-02	1.935511e-02
429           	2.110879e-02	N/A	1.435178e-03	1.429284e-02	1.508825e-02	1.836761e-02
430           	4.150884e-02	N/A	1.389617e-03	1.608349e-02	1.479490e-02	1.930580e-02
431           	3.153705e-02	N/A	1.519984e-03	1.874700e-02	1.600979e-02	2.126339e-02
432           	4.394837e-02	N/A	1.685921e-03	2.023176e-02	1.722929e-02	2.142808e-02
433           	4.059889e-02	N/A	1.704204e-03	1.869458e-02	1.802844e-02	2.199360e-02
434           	8.106635e-02	N/A	1.739849e-03	1.909767e-02	1.662071e-02	2.160040e-02
435           	2.881298e-02	N/A	2.054273e-03	1.975510e-02	1.694231e-02	2.230271e-02
436           	4.741407e-02	N/A	1.828199e-03	1.890075e-02	1.579475e-02	2.194396e-02
437           	3.223678e-02	N/A	1.484364e-03	1.902797e-02	1.756477e-02	2.214804e-02
438           	2.778800e-02	N/A	1.343185e-03	1.860998e-02	1.795852e-02	2.170773e-02
439           	2.665254e-02	N/A	1.343773e-03	1.717626e-02	1.675305e-02	2.124669e-02
440           	2.027574e-02	N/A	1.421147e-03	1.499189e-02	1.606787e-02	1.978839e-02
441           	6.660185e-02	N/A	1.541921e-03	1.422224e-02	1.513111e-02	1.851618e-02
442           	6.747971e-02	N/A	1.961539e-03	1.606234e-02	1.603870e-02	2.056597e-02
443           	7.155401e-02	N/A	1.955424e-03	1.867005e-02	1.662161e-02	2.232142e-02
444           	3.581727e-02	N/A	1.891775e-03	2.043654e-02	1.826270e-02	2.299993e-02
445           	2.508479e-02	N/A	1.618243e-03	1.870861e-02	1.797810e-02	2.248484e-02
446           	2.091494e-02	N/A	1.375138e-03	1.910526e-02	1.688409e-02	2.162715e-02
447           	3.957941e-02	N/A	1.460817e-03	1.955547e-02	1.625776e-02	2.182155e-02
448           	2.673888e-02	N/A	1.602132e-03	1.923444e-02	1.660019e-02	2.136810e-02
449           	4.802988e-02	N/A	1.465587e-03	1.938976e-02	1.751508e-02	2.131394e-02
450           	4.804789e-02	N/A	1.633579e-03	1.872283e-02	1.833290e-02	2.214989e-02
451           	4.614983e-02	N/A	1.611056e-03	1.765600e-02	1.716566e-02	2.149549e-02
452           	4.770006e-02	N/A	1.627196e-03	1.546349e-02	1.617327e-02	2.012882e-02
453           	3.679086e-02	N/A	1.739458e-03	1.434558e-02	1.613318e-02	1.971651e-02
454           	1.143392e-01	N/A	1.844328e-03	1.568855e-02	1.557815e-02	2.045158e-02
455           	3.209934e-02	N/A	2.311212e-03	1.879212e-02	1.808075e-02	2.271933e-02
456           	2.765190e-02	N/A	1.905950e-03	2.028154e-02	1.765923e-02	2.340161e-02
457           	2.289785e-02	N/A	1.469768e-03	1.893609e-02	1.875980e-02	2.236895e-02
458           	2.013181e-02	N/A	1.336968e-03	1.919146e-02	1.705402e-02	2.325264e-02
459           	1.883746e-02	N/A	1.348731e-03	1.994814e-02	1.738680e-02	2.234961e-02
460           	2.819083e-02	N/A	1.370812e-03	1.973183e-02	1.698829e-02	2.145891e-02
461           	2.886843e-02	N/A	1.406084e-03	1.924316e-02	1.822941e-02	2.232900e-02
462           	1.810900e-02	N/A	1.201296e-03	1.896773e-02	1.795857e-02	2.229918e-02
463           	1.602913e-02	N/A	1.209454e-03	1.789439e-02	1.681633e-02	2.140743e-02
464           	6.520500e-02	N/A	1.544364e-03	1.576264e-02	1.555867e-02	1.992918e-02
465           	7.010702e-02	N/A	2.043056e-03	1.445114e-02	1.636339e-02	1.967110e-02
466           	6.650792e-02	N/A	1.802165e-03	1.556209e-02	1.617142e-02	2.019663e-02
467           	3.492812e-02	N/A	1.592376e-03	1.817551e-02	1.650340e-02	2.223978e-02
468           	2.884946e-02	N/A	1.465892e-03	2.007311e-02	1.745133e-02	2.196828e-02
469           	2.149215e-02	N/A	1.305640e-03	1.895052e-02	1.766584e-02	2.170938e-02
470           	2.357145e-02	N/A	1.349203e-03	1.880742e-02	1.699337e-02	2.190224e-02
471           	3.014983e-02	N/A	1.499177e-03	1.934069e-02	1.703530e-02	2.151469e-02
472           	8.095753e-02	N/A	1.659349e-03	1.930773e-02	1.637390e-02	2.161480e-02
473           	7.506007e-02	N/A	2.015857e-03	1.955500e-02	1.779950e-02	2.272396e-02
474           	3.823684e-02	N/A	1.549315e-03	1.950519e-02	1.868103e-02	2.180541e-02
475           	2.579262e-02	N/A	1.370656e-03	1.826045e-02	1.758533e-02	2.197675e-02
476           	1.957461e-02	N/A	1.347301e-03	1.618935e-02	1.664659e-02	2.171174e-02
477           	3.226459e-02	N/A	1.444094e-03	1.458105e-02	1.602433e-02	1.960479e-02
478           	2.386526e-02	N/A	1.490406e-03	1.550713e-02	1.637810e-02	1.958062e-02
479           	6.881024e-02	N/A	1.548296e-03	1.777137e-02	1.613572e-02	2.087672e-02
480           	4.828586e-02	N/A	1.936340e-03	1.990865e-02	1.809728e-02	2.313438e-02
481           	9.934958e-02	N/A	2.019679e-03	1.956182e-02	1.838607e-02	2.274007e-02
482           	5.618549e-02	N/A	2.267594e-03	1.904298e-02	1.987179e-02	2.426250e-02
483           	4.729930e-02	N/A	1.827912e-03	1.936128e-02	1.866969e-02	2.327566e-02
484           	4.112900e-02	N/A	1.541330e-03	1.933339e-02	1.688707e-02	2.252006e-02
485           	3.791203e-02	N/A	1.532860e-03	1.884274e-02	1.706443e-02	2.148084e-02
486           	3.013652e-02	N/A	1.248522e-03	1.916859e-02	1.836947e-02	2.161592e-02
487           	2.153898e-02	N/A	1.142095e-03	1.852608e-02	1.793594e-02	2.188345e-02
488           	1.998293e-02	N/A	1.240186e-03	1.674659e-02	1.649634e-02	2.152838e-02
489           	1.868032e-02	N/A	1.310662e-03	1.452980e-02	1.582747e-02	1.911569e-02
490           	1.758478e-02	N/A	1.347448e-03	1.449470e-02	1.535848e-02	1.876219e-02
491           	7.711335e-02	N/A	1.625634e-03	1.654949e-02	1.543955e-02	2.005223e-02
492           	1.311431e-01	N/A	2.424739e-03	1.950291e-02	1.747908e-02	2.259103e-02
493           	4.467970e-02	N/A	2.834497e-03	2.067184e-02	2.075691e-02	2.416156e-02
494           	3.759220e-02	N/A	1.911294e-03	1.916185e-02	2.032929e-02	2.512538e-02
495           	4.382165e-02	N/A	1.517665e-03	1.972026e-02	1.874429e-02	2.426423e-02
496           	4.113424e-02	N/A	1.503096e-03	1.984793e-02	1.805047e-02	2.369759e-02
497           	2.783326e-02	N/A	1.536085e-03	1.930033e-02	1.795951e-02	2.231515e-02
498           	2.519915e-02	N/A	1.279437e-03	1.965583e-02	1.935111e-02	2.234393e-02
499           	2.305959e-02	N/A	1.219819e-03	1.893884e-02	1.880978e-02	2.295766e-02
500           	2.105384e-02	N/A	1.298761e-03	1.731802e-02	1.703274e-02	2.270793e-02
501           	1.058632e-01	N/A	1.734928e-03	1.517896e-02	1.602145e-02	2.006551e-02
502           	3.824974e-02	N/A	2.443511e-03	1.504291e-02	1.788716e-02	2.069080e-02
503           	3.411000e-02	N/A	1.746013e-03	1.653045e-02	1.704453e-02	2.199603e-02
504           	2.926072e-02	N/A	1.333627e-03	1.926164e-02	1.722983e-02	2.273699e-02
505           	2.584776e-02	N/A	1.484950e-03	2.051521e-02	1.793028e-02	2.352952e-02
506           	3.891208e-02	N/A	1.517087e-03	1.925764e-02	1.942911e-02	2.298263e-02
507           	2.908332e-02	N/A	1.454749e-03	1.962358e-02	1.889113e-02	2.252265e-02
508           	3.545822e-02	N/A	1.448639e-03	1.959431e-02	1.795310e-02	2.336216e-02
509           	3.884176e-02	N/A	1.548110e-03	1.907772e-02	1.668558e-02	2.325463e-02
510           	3.262748e-02	N/A	1.462475e-03	1.888769e-02	1.731659e-02	2.145472e-02
511           	8.220250e-02	N/A	1.513204e-03	1.885180e-02	1.760955e-02	2.121215e-02
512           	3.456985e-02	N/A	1.956682e-03	1.765226e-02	1.821890e-02	2.276495e-02
513           	2.966722e-02	N/A	1.702781e-03	1.549970e-02	1.656979e-02	2.064970e-02
514           	2.535156e-02	N/A	1.414585e-03	1.417759e-02	1.654742e-02	1.939331e-02
515           	4.357642e-02	N/A	1.323580e-03	1.568073e-02	1.647409e-02	2.024497e-02
516           	3.338164e-02	N/A	1.453715e-03	1.858419e-02	1.666330e-02	2.219617e-02
517           	3.554171e-02	N/A	1.663760e-03	2.024847e-02	1.753408e-02	2.250286e-02
518           	7.208134e-02	N/A	1.764674e-03	1.891069e-02	1.767251e-02	2.337718e-02
519           	4.023476e-02	N/A	1.901173e-03	1.930835e-02	1.806514e-02	2.328729e-02
520           	4.932015e-02	N/A	1.707235e-03	1.962429e-02	1.704769e-02	2.235375e-02
521           	4.348667e-02	N/A	1.563205e-03	1.935191e-02	1.631592e-02	2.189858e-02
522           	2.897821e-02	N/A	1.433118e-03	1.889964e-02	1.655167e-02	2.191334e-02
523           	1.834141e-02	N/A	1.132697e-03	1.918982e-02	1.734813e-02	2.175715e-02
524           	2.212580e-02	N/A	1.197165e-03	1.799269e-02	1.690773e-02	2.127413e-02
525           	1.706637e-02	N/A	1.313271e-03	1.577296e-02	1.601406e-02	2.063905e-02
526           	2.040286e-02	N/A	1.371903e-03	1.422399e-02	1.550896e-02	1.865882e-02
527           	2.199033e-02	N/A	1.352054e-03	1.519474e-02	1.542612e-02	1.905129e-02
528           	1.401943e-01	N/A	1.826850e-03	1.789930e-02	1.512656e-02	2.063857e-02
529           	6.607844e-02	N/A	3.213597e-03	2.087075e-02	2.013363e-02	2.347871e-02
530           	4.667981e-02	N/A	2.276558e-03	1.986144e-02	2.105421e-02	2.468385e-02
531           	4.477070e-02	N/A	1.550805e-03	1.916818e-02	1.973855e-02	2.518685e-02
532           	5.031909e-02	N/A	1.549025e-03	1.978657e-02	1.933832e-02	2.425436e-02
533           	5.700894e-02	N/A	1.554338e-03	1.994578e-02	1.851247e-02	2.306506e-02
534           	3.807673e-02	N/A	1.554724e-03	1.914692e-02	1.897392e-02	2.301401e-02
535           	2.919462e-02	N/A	1.264520e-03	1.901587e-02	1.924281e-02	2.288208e-02
536           	2.403933e-02	N/A	1.226350e-03	1.837644e-02	1.802876e-02	2.298930e-02
537           	2.113777e-02	N/A	1.322941e-03	1.663696e-02	1.642738e-02	2.197187e-02
538           	7.764184e-02	N/A	1.630053e-03	1.472272e-02	1.580864e-02	1.948298e-02
539           	4.125451e-02	N/A	2.041247e-03	1.527385e-02	1.710042e-02	2.060990e-02
540           	4.293499e-02	N/A	1.625666e-03	1.742839e-02	1.642057e-02	2.176867e-02
541           	5.727537e-02	N/A	1.451869e-03	1.975897e-02	1.740949e-02	2.316900e-02
542           	3.659783e-02	N/A	1.657073e-03	1.982113e-02	1.903350e-02	2.329966e-02
543           	2.889001e-02	N/A	1.516960e-03	1.868585e-02	1.811825e-02	2.277668e-02
544           	1.992768e-02	N/A	1.349860e-03	1.935355e-02	1.737278e-02	2.213993e-02
545           	2.426328e-02	N/A	1.341449e-03	1.954370e-02	1.641697e-02	2.181925e-02
546           	2.444449e-02	N/A	1.417775e-03	1.884732e-02	1.651331e-02	2.114104e-02
547           	2.255011e-02	N/A	1.176747e-03	1.889233e-02	1.773683e-02	2.112999e-02
548           	4.129430e-02	N/A	1.193980e-03	1.860979e-02	1.746542e-02	2.136406e-02
549           	8.914724e-02	N/A	1.749307e-03	1.703760e-02	1.693621e-02	2.172976e-02
550           	4.531611e-02	N/A	2.229599e-03	1.506207e-02	1.787368e-02	2.032773e-02
551           	4.375979e-02	N/A	1.751430e-03	1.459930e-02	1.716875e-02	2.073005e-02
552           	5.753581e-02	N/A	1.504658e-03	1.633324e-02	1.730302e-02	2.225853e-02
553           	3.294212e-02	N/A	1.542837e-03	1.943553e-02	1.849636e-02	2.299918e-02
554           	2.481287e-02	N/A	1.583889e-03	2.034523e-02	1.862905e-02	2.309085e-02
555           	4.022111e-02	N/A	1.477159e-03	1.883669e-02	1.862308e-02	2.336829e-02
556           	5.318194e-02	N/A	1.545079e-03	1.926673e-02	1.786084e-02	2.289774e-02
557           	2.895678e-02	N/A	1.549025e-03	2.006787e-02	1.797404e-02	2.206108e-02
558           	2.132096e-02	N/A	1.453423e-03	1.915368e-02	1.642468e-02	2.230460e-02
559           	5.590293e-02	N/A	1.467336e-03	1.887463e-02	1.789914e-02	2.125630e-02
560           	4.551067e-02	N/A	1.678930e-03	1.893254e-02	1.883205e-02	2.206656e-02
561           	2.879972e-02	N/A	1.505450e-03	1.728994e-02	1.707419e-02	2.244549e-02
562           	2.868754e-02	N/A	1.491190e-03	1.507046e-02	1.674342e-02	2.081216e-02
563           	8.022826e-02	N/A	1.586008e-03	1.428447e-02	1.592773e-02	1.908667e-02
564           	4.907704e-02	N/A	1.885497e-03	1.603018e-02	1.739005e-02	2.093297e-02
565           	3.448898e-02	N/A	1.522936e-03	1.859908e-02	1.694779e-02	2.246525e-02
566           	1.998486e-02	N/A	1.491743e-03	2.045267e-02	1.762934e-02	2.254029e-02
567           	2.303984e-02	N/A	1.432429e-03	1.890124e-02	1.773602e-02	2.304321e-02
568           	1.863191e-02	N/A	1.284453e-03	1.911758e-02	1.754355e-02	2.184081e-02
569           	1.629916e-02	N/A	1.318110e-03	1.995864e-02	1.698336e-02	2.127533e-02
570           	1.560674e-02	N/A	1.284453e-03	1.930795e-02	1.612077e-02	2.184751e-02
571           	1.666385e-01	N/A	1.861998e-03	1.884158e-02	1.674758e-02	2.149461e-02
572           	4.291737e-02	N/A	3.009144e-03	1.999122e-02	2.178041e-02	2.392888e-02
573           	5.475814e-02	N/A	1.984362e-03	1.829782e-02	1.948609e-02	2.416584e-02
574           	5.678613e-02	N/A	1.619134e-03	1.591955e-02	1.917182e-02	2.328837e-02
575           	4.636219e-02	N/A	1.606132e-03	1.470778e-02	1.860988e-02	2.213095e-02
576           	3.546996e-02	N/A	1.495359e-03	1.601965e-02	1.839618e-02	2.164556e-02
577           	3.245827e-02	N/A	1.378652e-03	1.888374e-02	1.866953e-02	2.264386e-02
578           	2.899140e-02	N/A	1.614459e-03	2.079284e-02	1.953291e-02	2.400722e-02
579           	2.605291e-02	N/A	1.489610e-03	1.943453e-02	1.915061e-02	2.510984e-02
580           	2.371592e-02	N/A	1.328912e-03	1.922803e-02	1.819119e-02	2.363701e-02
581           	1.042121e-01	N/A	1.738552e-03	2.001571e-02	1.701633e-02	2.268162e-02
582           	3.991657e-02	N/A	2.313334e-03	2.016809e-02	1.845968e-02	2.422276e-02
583           	3.479069e-02	N/A	1.628650e-03	1.893099e-02	1.870247e-02	2.299280e-02
584           	2.893420e-02	N/A	1.161459e-03	1.905001e-02	1.895765e-02	2.268427e-02
585           	2.438980e-02	N/A	1.129078e-03	1.829443e-02	1.839110e-02	2.389833e-02
586           	3.732211e-02	N/A	1.321686e-03	1.661575e-02	1.765571e-02	2.221577e-02
587           	2.737024e-02	N/A	1.461478e-03	1.476842e-02	1.756028e-02	2.081820e-02
588           	1.802650e-02	N/A	1.291685e-03	1.493432e-02	1.711144e-02	2.131446e-02
